"Mix.1","Mix.2","Mix.3","Mix.4","Mix.5","Mix.6","Mix.7","Mix.8"
53.2240596984283,44.5563662048459,141.006674252431,113.644677425819,170.986923332639,171.561485775845,160.236002605242,123.902480036605
46.1209660736903,43.2409434562201,134.985182607956,105.745122690543,224.950319481901,207.409237001866,175.989233196375,125.148446443614
52.6591724184198,44.2334953830685,135.335991674557,111.588499267752,170.169248072251,172.237318545558,153.77461853831,130.631999076717
49.8391535364062,44.1580772978359,128.655850805752,110.083769128976,173.119582925269,177.734481182128,169.554329728193,121.877896588761
57.4102898545948,48.9245511558589,137.997990838743,119.64924767961,314.205698805815,320.187357688444,156.515143242028,120.895499332442
45.6690563599271,41.7301701313207,134.398385932725,110.611529591744,215.695730916215,216.979220115221,194.452990893475,121.479577418626
53.242001293364,46.6889382191723,133.900813139308,109.163006764996,174.453124650528,176.985309095589,166.750775208013,118.173032615675
46.8092318336681,46.0020443642891,140.337192346717,116.881316432474,232.789257002894,234.32890384465,187.781417966329,125.321725851921
52.123446550085,44.7707310618257,131.760378929708,114.738282195103,229.736208246495,231.860207537434,188.600127233638,124.983763167337
52.0169684842909,45.1709324992189,136.024931222568,119.356074183229,272.650675576173,275.955508592025,174.11993587724,133.726952736375
50.8457168535152,46.8681904800672,129.164927347189,116.126944522104,225.487589802275,233.81477441971,172.865492314408,135.177829815056
51.4003252091669,45.1231578706968,162.030495362473,129.674303350904,512.372834787194,515.347590161846,281.233083375769,124.34689928788
49.0864090196878,45.9780362718789,133.117264008919,116.100850215023,158.554259698167,161.44204111498,159.666252852085,125.160061733325
50.6640497816319,45.9906697214523,144.89538064443,117.489214325634,266.044055027289,267.58711832432,219.98891023435,120.38702257778
51.1524670948444,44.3871069408711,154.852326934625,107.449445069326,185.270756626848,187.317364561324,165.171714870609,122.908208525585
54.9007481269823,43.544891172874,158.538163220798,118.407433568947,268.978701602353,239.572411988166,192.891775777065,135.498032894837
