"Mix.1","Mix.2","Mix.3","Mix.4","Mix.5","Mix.6","Mix.7","Mix.8"
62.2055523383183,50.7293713322013,208.969340392491,102.78579969596,359.850678266905,356.043020082311,289.591222882423,134.47986195244
60.0627366013737,58.8567992348084,285.799696366456,138.158178769197,323.225776327307,321.661811413007,283.111449180691,161.682540452069
61.3779090060227,58.0744402240563,243.450770972344,118.838390014347,303.432834881197,302.028166739653,262.336503719304,144.31576897264
69.7218926500226,63.1576570321673,239.526511881901,121.559426750746,329.245456836066,327.327009950196,282.03609334728,151.690996397779
60.3994145599906,61.0053041450342,235.727013429777,120.753014892965,306.715464737493,305.707950139475,268.719361619459,153.197040298795
66.0718289705962,59.4962000647032,232.276398860683,118.784853309454,284.554494378095,283.391399215073,250.867681267885,145.798500038169
62.9295644126437,61.4540477175758,235.136541884393,119.893347832861,309.975375171383,308.935614073011,273.256741736465,158.303835516652
66.9777592220295,59.6580841060217,216.689084982008,110.205078000143,322.367953746436,320.409711224076,272.733024095412,141.809501567912
66.7647430618282,57.4630062278338,235.760281047951,122.461898095536,319.304305406387,317.181037867192,277.201359321734,154.612110785015
61.3226278884032,53.948742845665,232.807897775929,110.500303367887,319.051889646468,316.600435108734,269.185537056939,139.574679845028
65.6185076843918,56.4798910985143,211.872027312046,109.591719753012,315.831934925884,313.622830861564,273.083652289109,149.915002151665
67.052006251292,59.6934423797684,232.421331302277,118.578453506505,303.69403011444,302.073192831801,260.469517211662,140.365261205355
61.3601058893405,56.9053889304103,218.300097647399,111.62068006266,278.876047230927,277.607054188029,242.953324595081,136.63070534484
65.4657822072752,57.2254145332384,211.829504715192,105.370757886115,283.676008322461,281.814535518275,238.337708104965,122.210093570932
54.4459222127232,56.9839142764685,229.340263184803,118.319745398336,300.006424084649,298.682197660684,263.209539114514,150.733076663684
65.0606307689472,59.4092869899699,220.006100401576,110.863710025987,283.070141365774,281.834290113197,246.004907738901,137.374649873317
66.4731368401621,55.7826558605251,231.042680033146,116.041751120857,282.399446581346,280.601246234478,244.208588150452,135.026149274015
66.9812976259957,62.9279400270361,242.274689627678,119.10996399423,329.474042336934,327.370020596694,276.722363347637,141.822182373843
65.1977642486505,54.4002482868251,221.08531220917,108.636002577703,293.36199102779,291.352548754885,248.612592313507,130.127190949935
66.2283427904983,60.2520477205017,228.597395539274,114.822305324039,303.658043126949,301.987900512818,260.396845522407,140.329674988071
61.7599800065636,58.3418456510446,219.630217442184,110.881085334575,314.542809194918,312.420031386935,265.893335358371,138.182493131456
65.3875478628845,61.7479383830461,255.253606089706,129.7358322358,334.842741965213,332.494384435868,287.143782939589,155.263830286436
63.6991278399472,55.0126724938999,235.092503633195,117.323996537085,294.073092756575,292.479041511378,254.326649528844,140.27058178179
62.5457471064073,54.9490376608532,236.710741265009,116.40690387565,315.677310650178,313.685433986367,270.219924738035,144.955610545822
57.6667100760105,56.788721160628,218.091978241362,110.511672353391,326.543501370952,324.651731302407,276.723779642639,144.398843342032
61.7417442742926,50.0381948322308,208.841441596918,102.773514667146,359.850671145342,356.041107621005,289.582309943002,134.475589506186
58.9311834826047,61.9768038521778,235.513451339021,122.673321933319,296.881670540261,295.888649302317,264.007185630426,157.069968555431
62.2151506653987,56.4562130491475,228.682541265156,115.904896007172,284.323500812328,282.767272376297,245.420826342707,134.924978567527
56.4820539655765,52.8977821891542,220.477295674935,112.806522257293,306.220550365663,304.259737720164,266.051299890186,148.416048336474
64.6712184543596,60.1230888392969,229.049719411565,112.785921309588,337.323622458733,334.89032633215,278.061061953036,136.139808213442
62.9611598150379,57.2445661234451,215.880664768358,108.82763446577,286.019215982085,284.492078178997,247.343455290358,136.301931061671
65.8603659520599,56.2407556278272,247.911232042304,124.618928004869,367.682442031177,364.978154630537,312.917189586733,165.09180833164
63.7385159946789,56.2170411254671,209.290553430339,104.392354575361,305.271637540357,303.56322022038,255.983844935073,130.016204956791
65.0665566178722,60.797029844513,226.555256198715,115.158726457522,341.7790846705,339.338531354598,284.402099454198,142.287757080273
65.9114731865806,55.864574314777,225.86065622653,118.323226810966,286.158737325949,284.53493310834,253.320138288238,149.427516800168
55.4095398282085,52.7140876960301,229.821243989295,111.313607118292,289.591511747326,287.745325765591,245.507173677565,128.717006845305
65.2157243216248,59.4736079803586,220.006550431262,110.863744588217,283.070141385834,281.834292714968,246.004965500943,137.374679587124
61.5723766422263,58.2154545660048,250.688756139778,124.371984679401,316.676571090382,314.98590560528,275.092567100285,153.521367852135
62.8999385997491,59.1518625381232,237.268155336422,120.267355054961,296.197153561122,294.676738306028,258.197014342027,145.708947618015
56.3121547930847,53.533767106138,225.227640888167,115.163280219122,286.254774143177,284.74662634065,249.984995116812,141.571019154281
65.7493491554008,60.2184006176177,232.416401907792,115.832216918002,335.013246327469,332.62119772001,277.595232241644,137.664503907707
65.9663313842305,60.8890454274814,221.57579907153,108.867688080102,347.047763568368,344.389799922322,283.857196076825,136.351859933878
63.0496373393281,57.7413294995135,248.342369575218,125.244092660142,296.418315234607,295.112998019843,260.96699439762,151.020071169419
59.8439097419474,58.1794165146558,241.561058028792,120.709836180655,278.633955715719,277.710103844306,248.03427534243,148.358472045637
63.9489087055679,59.8921460219265,229.117434786127,116.412386538735,300.956713725692,299.891856905923,266.465767753954,156.271790652458
60.5124419680119,56.6142978744825,231.630237668306,113.015024603641,283.007898570513,281.685758765106,242.72063852811,130.950515253464
65.5419406473947,58.8053196089921,230.806394763365,118.358333488562,342.586267644999,340.573181282998,299.525747865766,169.541585109762
69.9753274086882,59.601480621345,251.120007800769,120.491854607071,268.602350424869,267.434459761244,231.101407743494,126.040434982466
65.1001985110219,56.7366008888555,207.660508063401,105.714245821579,371.954687874165,368.291366542405,304.107161880435,145.973939181961
63.0973311329024,56.3725725044096,216.570676769914,106.182361770852,307.938408184917,305.847541275474,253.43034405033,123.37824531795
60.9519043570261,58.105108820689,265.318974574171,128.107429470444,300.800174847909,299.320582164122,266.137357596522,156.661499102127
