"Mix.1","Mix.2","Mix.3","Mix.4","Mix.5","Mix.6","Mix.7","Mix.8"
0.467524197411307,0.129541164312673,2.42869953013005,1.62812481787207,0.539743452502156,0.594905770135217,0.570666342696032,0.58087736067894
0.407186068023605,0.15022608158957,2.56877967114797,1.91021768235177,0.419780133996756,0.589859798656297,0.61976004925141,0.531427234047144
0.457856268994672,0.12033666200088,2.35952136092671,1.86855744781211,0.558693901468788,0.959908388605173,0.80653080821741,0.537280260480278
0.49229496202996,0.111001084498738,2.83616005193304,1.46429208368175,0.5130225515231,0.956846572702552,0.668310850781439,0.611060141974571
0.336709719713978,0.115852249883147,2.70351207343524,1.54095626118549,0.310985387421288,0.548010214355863,0.801916317213539,0.498022625193844
0.415134678205768,0.114541751995605,2.67414635477538,1.28313958166189,0.443417551601793,0.640219900676776,0.487058572307868,0.57192539826722
0.411859369970194,0.139726274636993,2.42193587877449,1.58362133868166,0.433997525389677,0.817619474715667,0.70026280778416,0.656076050957233
0.421735079952423,0.129027269872833,2.28645550094578,1.78514579118389,0.402657577389291,0.863045414985408,0.475060055926005,0.638937117936086
0.44120022332877,0.112743195740371,2.60683762077382,1.41195692758683,0.480013167840634,0.724748369071452,0.533193139373931,0.680630200783688
0.469324291066539,0.150361671048539,2.89263614399973,1.08750412728001,0.342205376399225,0.541760938743852,0.576929110544945,0.488143108941447
0.420341035974975,0.145612883871568,2.41387433643824,1.75313642753976,0.353619180348582,0.64055576518273,0.618411344856954,0.571159293859593
0.32760237474536,0.120658514265459,2.47629017611889,1.12862282975645,0.241186125652356,0.260906271410087,0.372374507583643,0.718107255647921
0.495012048282322,0.128510657497308,2.72071164349263,1.48470844236191,0.732883816792558,0.754727036231054,0.542679297139178,0.602376926315435
0.376962209824244,0.170786325540383,2.19098198133434,1.33745434743581,0.454804108352083,0.529689900364866,0.423540899142062,0.552024091695539
0.45774205562898,0.11275704418587,2.31996707207705,1.72152647371423,0.436058665490595,0.778075660183662,0.637200268636954,0.640794381690098
0.335884733773614,0.126143587362154,2.11350649279629,1.4563518852757,0.390514143647237,0.803531029944953,0.650698335589262,0.651461914684613
0.384913316211494,0.11842308087408,2.88378317691591,1.41609432956272,0.418023566050887,0.54477455951873,0.684936545202201,0.628691604748416
0.446559296662319,0.126039920873977,2.85098202093349,1.62929130876356,0.36066673175179,0.481437661267151,0.336403840302477,0.573910537099977
0.371051804137696,0.152028264150243,2.69503632121262,1.80107548271854,0.541532245090028,0.676224258843676,0.632425940419903,0.688518065601206
0.508083980502722,0.120547786776787,2.28641876017263,1.80380875308,0.47359306211953,0.843685027943657,0.686706871778473,0.520412325971536
0.314836115493054,0.100837111610405,2.47180427307678,1.39351280864022,0.375775892369104,0.349196621020483,0.409051998657186,0.588968585712489
0.340311768297221,0.163331441768267,2.39662472116538,1.38481345249922,0.266902970702901,0.279639613360152,0.54951219153463,0.55344475210689
0.367609764304808,0.0866620028691549,2.96027523356419,1.6163109609908,0.280136926659367,0.477392036286877,0.431972986061913,0.535555227891081
0.414419418892908,0.117773891287504,2.20203362931815,1.46246504485003,0.0995122163642363,0.135050169302264,0.31065282065827,0.538139084851325
0.489648775111119,0.121780981673908,2.44791530899507,1.32282068445749,0.165099239115421,0.336792846695188,0.316361441546546,0.727068287822658
0.501416665936175,0.108903069319921,2.64308753618824,1.61132594728388,0.305184872462594,0.334916853118184,0.497751082229729,0.560330627228401
0.38927150297788,0.136637597552538,2.52811494520762,1.28237958247835,0.383528339356436,0.657767525658948,0.610396837710055,0.654219132882414
0.362112409453216,0.104901525548752,2.62763712949491,1.46074527599295,0.341651753253223,0.826775424297545,0.863378045848375,0.578025076193376
0.391660473185564,0.123075456338999,2.76933474512147,1.54436445436752,0.595099661980436,1.19245756177488,0.755488335842273,0.525626568257281
0.38733007616627,0.128778718762292,2.43782556519781,1.56341230023876,0.794855904520333,1.03579598362847,0.748933168130916,0.459926739091116
0.416768158797196,0.0975115513878652,2.5237823266762,1.45244801202224,0.39764297690377,0.685082362628158,0.680063100617732,0.623061457110842
